Fecha Publicación,OP,Entidad,Dispositivo,Número,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367110-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,RESOLUCION ADMINISTRATIVA,N° 000025-2025-CE-PJ,Prorrogan funcionamiento de diversos órganos jurisdiccionales transitorios de descarga procesal,https://busquedas.elperuano.pe/dispositivo/NL/2367110-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367111-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,RESOLUCION ADMINISTRATIVA,N° 000026-2025-CE-PJ,Prorrogan funcionamiento de órganos jurisdiccionales permanentes en diversas Cortes Superiores de Justicia,https://busquedas.elperuano.pe/dispositivo/NL/2367111-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366020-1,ACADEMIA DE LA MAGISTRATURA,RESOLUCION,N° 000021-2024-D-AMAG/CD,Proclaman a consejero representante del Poder Judicial como Vicepresidente del Consejo Directivo de la Academia de la Magistratura,https://busquedas.elperuano.pe/dispositivo/NL/2366020-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366904-1,DEFENSORIA DEL PUEBLO,RESOLUCION,N° 0001-2025/DP,Aprueban Transferencia Financiera a favor de la Contraloría General de la República,https://busquedas.elperuano.pe/dispositivo/NL/2366904-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2247281-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N° 3564-CU-2023,Otorgan duplicado de diploma de Título Profesional de Licenciado en Pedagogía y Humanidades de la Universidad Nacional del Centro del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2247281-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367113-1,MINISTERIO PUBLICO,RESOLUCION,N° 269-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2367113-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367113-2,MINISTERIO PUBLICO,RESOLUCION,N° 270-2025-MP-FN,Nombran fiscal adjunta provincial provisional del Distrito Fiscal de la Selva Central,https://busquedas.elperuano.pe/dispositivo/NL/2367113-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367113-3,MINISTERIO PUBLICO,RESOLUCION,N° 271-2025-MP-FN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lima Este,https://busquedas.elperuano.pe/dispositivo/NL/2367113-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367113-5,MINISTERIO PUBLICO,RESOLUCION,N° 273-2025-MP-FN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2367113-5,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367113-6,MINISTERIO PUBLICO,RESOLUCION,N° 274-2025-MP-FN,Nombran fiscal provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2367113-6,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367075-1,MINISTERIO PUBLICO,RESOLUCION,N° 002-2025-MP-FN-JFS,Aceptan renuncia de fiscal adjunto provincial titular penal (corporativo) de Arequipa del Distrito Fiscal de Arequipa,https://busquedas.elperuano.pe/dispositivo/NL/2367075-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367075-2,MINISTERIO PUBLICO,RESOLUCION,N° 265-2025-MP-FN,Dan por concluida designación de abogado en el Despacho de la Segunda Fiscalía Provincial Penal Corporativa de Arequipa,https://busquedas.elperuano.pe/dispositivo/NL/2367075-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367075-3,MINISTERIO PUBLICO,RESOLUCION,N° 266-2025-MP-FN,Nombran fiscal adjunta provincial provisional del Distrito Fiscal de Madre de Dios,https://busquedas.elperuano.pe/dispositivo/NL/2367075-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367075-4,MINISTERIO PUBLICO,RESOLUCION,N° 267-2025-MP-FN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2367075-4,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367160-1,MINISTERIO PUBLICO,RESOLUCION,N° 275-2025-MP-FN,Designan fiscales en el Distrito Fiscal de Lima Norte,https://busquedas.elperuano.pe/dispositivo/NL/2367160-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367162-1,MINISTERIO PUBLICO,RESOLUCION,N° 276-2025-MP-FN,Designan fiscal provincial titular de familia de Ventanilla Distrito Fiscal de Lima Noroeste,https://busquedas.elperuano.pe/dispositivo/NL/2367162-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367163-1,MINISTERIO PUBLICO,RESOLUCION,N° 277-2025-MP-FN,Designan fiscales en el Distrito Fiscal del Santa,https://busquedas.elperuano.pe/dispositivo/NL/2367163-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367366-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N° 000014-2025/JNAC/RENIEC,Aprueban el Plan Operativo Institucional 2024 Modificado Versión 4 del RENIEC para el año fiscal 2024,https://busquedas.elperuano.pe/dispositivo/NL/2367366-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367156-1,"SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES",RESOLUCION,SBS N° 00335-2025,Designan Superintendente Adjunto de Riesgos,https://busquedas.elperuano.pe/dispositivo/NL/2367156-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367157-1,"SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES",RESOLUCION,SBS N° 00336-2025,Designan Gerente de Planeamiento y Organización,https://busquedas.elperuano.pe/dispositivo/NL/2367157-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366611-1,JUNTA NACIONAL DE JUSTICIA,RESOLUCION,N° 019-2025-P-JNJ,Delegan facultades en diversos funcionarios de la Junta Nacional de Justicia durante el ejercicio fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2366611-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2358744-1,GOBIERNO REGIONAL DE AMAZONAS,ACUERDO,N° 077-2024-GRA/CR-SE.,Aprueban el Presupuesto Institucional de Apertura – PIA correspondiente al Año Fiscal 2025 del Pliego 440: Gobierno Regional de Amazonas,https://busquedas.elperuano.pe/dispositivo/NL/2358744-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2365496-1,MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES,ORDENANZA,N° 087-2024-MDSRQ,Ordenanza que prorroga para el ejercicio 2025 la vigencia de la Ordenanza Nº 064-2023-MDSRQ Ordenanza que establece el monto de derecho de emisión mecanizada de actualización de valores determinación del tributo y distribución domiciliaria de la declaración jurada y liquidación del impuesto predial y arbitrios municipales para el ejercicio 2024,https://busquedas.elperuano.pe/dispositivo/NL/2365496-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2365497-1,MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES,ORDENANZA,N° 086-2024-MDSRQ,Ordenanza que aprueba el régimen tributario de los arbitrios municipales de limpieza pública (barrido de calles recolección de residuos sólidos) parques y jardines y serenazgo para el ejercicio fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2365497-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366667-1,MUNICIPALIDAD DE ANCON,ORDENANZA,N° 530-2025/MDA,Ordenanza que aprueba el Reglamento de Organización y Funciones (ROF) de la Municipalidad Distrital de Ancón,https://busquedas.elperuano.pe/dispositivo/NL/2366667-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366793-1,MUNICIPALIDAD DE BARRANCO,Decretos de Alcaldía,N° 002-2025-MDB,Prorrogan los plazos de vigencia de los descuentos dispuestos en la Ordenanza N° 649-2024-MDB que aprobó las fechas de vencimiento del Impuesto Predial el monto mínimo del Impuesto Predial y el Beneficio Tributario de Pronto Pago correspondiente al Ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2Njc5My0xMjAyNTAxMzE=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366794-1,MUNICIPALIDAD DE BARRANCO,Decretos de Alcaldía,N° 003-2025-MDB,Prorrogan plazo de presentación de documentos para la inscripción a la celebración de matrimonio civil comunitario en el distrito de Barranco,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2Njc5NC0xMjAyNTAxMzE=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366949-1,MUNICIPALIDAD DE LA MOLINA,Decretos de Alcaldía,N° 001-2025/MDLM,Prorrogan plazo de vencimiento para el pago de la primera cuota de Arbitrios Municipales correspondiente al mes de enero del ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2Njk0OS0xMjAyNTAxMzE=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367248-1,MUNICIPALIDAD DE LA VICTORIA,Decretos de Alcaldía,N° 002-2025/MLV,Prorrogan vigencia de la Ordenanza N° 451/MLV Ordenanza que establece Beneficios para el Pago de Multas Administrativas en Estado Ordinario y Coactivo en el distrito de La Victoria,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NzI0OC0xMjAyNTAxMzE=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367045-1,MUNICIPALIDAD DE LOS OLIVOS,ORDENANZA,N° 605/CDLO,Ordenanza que aprueba la primera campaña de beneficios tributarios en el distrito de Los Olivos,https://busquedas.elperuano.pe/dispositivo/NL/2367045-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2365962-1,MUNICIPALIDAD DE LURIGANCHO CHOSICA,ACUERDO,N° 001-2023/MDL,Aprueban el ingreso mensual que percibe el Alcalde de la Municipalidad Distrital de Lurigancho para los Ejercicios Fiscales 2023 2024 2025 y 2026; así como el monto de dietas de regidores,https://busquedas.elperuano.pe/dispositivo/NL/2365962-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2365207-1,MUNICIPALIDAD DE PUNTA NEGRA,Ordenanzas,N° 036-2025/MDPN,Ordenanza que establece las fechas de vencimiento de pago del Impuesto Predial y Arbitrios Municipales del ejercicio fiscal 2025 y beneficios tributarios por pronto pago de Arbitrios Municipales correspondientes al ejercicio fiscal 2025 en el distrito de Punta Negra,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NTIwNy0xMjAyNTAxMzE=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366956-1,MUNICIPALIDAD DE SAN JUAN DE LURIGANCHO,Ordenanzas,N° 496-MDSJL,Aprueban el Reglamento Interno del Concejo Municipal de San Juan de Lurigancho,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2Njk1Ni0xMjAyNTAxMzE=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2366406-1,MUNICIPALIDAD DE SANTA ANITA,DECRETO DE ALCALDIA,N° 00001-2025/MDSA,Aprueban el Cronograma y Propuesta Metodológica del Proceso de Presupuesto Participativo Basado en Resultados para el año fiscal 2026 del distrito de Santa Anita,https://busquedas.elperuano.pe/dispositivo/NL/2366406-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2367006-1,MUNICIPALIDAD PROVINCIAL DEL CALLAO,DECRETO DE ALCALDIA,N° 02-2025-ALC/MPC,Prorrogan vigencia de la Ordenanza Municipal Nº 026-2024/MPC denominada Ordenanza Municipal que aprueba beneficios extraordinarios en el Cercado del Callao Cumple con tu Callao,https://busquedas.elperuano.pe/dispositivo/NL/2367006-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2365853-1,MUNICIPALIDAD PROVINCIAL DE BARRANCA,ORDENANZA,N° 001-2025-AL/CPB,Ordenanza Municipal que aprueba la modificación parcial del Reglamento de Organización y Funciones (ROF) de la Municipalidad Provincial de Barranca,https://busquedas.elperuano.pe/dispositivo/NL/2365853-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2025,2360780-1,MUNICIPALIDAD PROVINCIAL DE PISCO,ORDENANZA,N° 021-2024-MPP,Ordenanza que aprueba la desafectación de uso de dominio privado del Estado de la Prolongación de la Calle Pedemonte colindante con los lotes 10 y 11 de la Lotización Social La Esperanza del distrito de Pisco provincia de Pisco departamento de Ica,https://busquedas.elperuano.pe/dispositivo/NL/2360780-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2367166-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,ANEXO,D.S. N° 016-2025-PCM,Anexo del Decreto Supremo que prorroga el Estado de Emergencia en algunos distritos y centros poblados de provincias pertenecientes a los departamentos de Ayacucho Huancavelica Junín y Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2367166-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 016-2025-PCM,Decreto Supremo que prorroga el Estado de Emergencia en algunos distritos y centros poblados de provincias pertenecientes a los departamentos de Ayacucho Huancavelica Junín y Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2366767-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-2,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 017-2025-PCM,Decreto Supremo que modifica el artículo 12 del Decreto Supremo N° 041-2023-PCM Decreto Supremo que declara de interés nacional el proceso de adhesión del Perú a la Organización para la Cooperación y el Desarrollo Económicos (OCDE) y crea la Comisión Multisectorial de naturaleza permanente encargada del seguimiento de las acciones para la adhesión del Perú a la OCDE,https://busquedas.elperuano.pe/dispositivo/NL/2366767-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-4,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION SUPREMA,N° 013-2025-PCM,Designan a Embajadora en el Servicio Diplomático de la República como Alta Representante del Perú para el proceso de adhesión a la OCDE,https://busquedas.elperuano.pe/dispositivo/NL/2366767-4,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366616-1,AMBIENTE,RESOLUCION MINISTERIAL,N° 00023-2025-MINAM,Aprueban Fichas Técnicas Ambientales para proyectos de inversión de residuos sólidos y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2366616-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366671-1,AMBIENTE,RESOLUCION MINISTERIAL,N° 00024-2025-MINAM,Designan Director de la Dirección General de Ordenamiento Territorial y de la Gestión Integrada de los Recursos Naturales del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2366671-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366514-1,CULTURA,RESOLUCION MINISTERIAL,N° 000018-2025-MC,Crean el Grupo de Trabajo para la mejora de la Gestión de las Inversiones del Ministerio de Cultura,https://busquedas.elperuano.pe/dispositivo/NL/2366514-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-6,CULTURA,RESOLUCION SUPREMA,N° 001-2025-MC,Dan por concluida designación de Jefe Institucional del Archivo General de la Nación,https://busquedas.elperuano.pe/dispositivo/NL/2366767-6,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-7,CULTURA,RESOLUCION SUPREMA,N° 002-2025-MC,Designan Jefa Institucional del Archivo General de la Nación,https://busquedas.elperuano.pe/dispositivo/NL/2366767-7,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366308-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00097-2025-DE,Autorizan viaje de personal militar FAP a Brasil en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2366308-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366784-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00112-2025-DE,Autorizan viaje de oficiales de la Fuerza Aérea del Perú a la Antártida en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2366784-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366796-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00111-2025-DE,Autorizan viaje de Oficiales del Ejército del Perú a la Antártida en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2366796-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366799-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00109-2025-DE,Autorizan viaje de Oficiales de la Marina de Guerra del Perú a la Antártida en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2366799-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366763-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION,N° D000027-2025-MIDAGRI-SERFOR-DE,Designan Directora General de la Dirección General de Información y Ordenamiento Forestal y de Fauna Silvestre del Servicio Nacional Forestal y de Fauna Silvestre – SERFOR,https://busquedas.elperuano.pe/dispositivo/NL/2366763-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366727-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION JEFATURAL,N° 004-2025-MIDAGRI-AGROMERCADO/J,Designan responsables titular y alterna en las funciones de brindar información que demanden los ciudadanos en aplicación del Texto Único Ordenado de la Ley N° 27806,https://busquedas.elperuano.pe/dispositivo/NL/2366727-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366737-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION JEFATURAL,N° 005-2025-MIDAGRI-AGROMERCADO/J,Designan responsable de la implementación y actualización del Portal de Transparencia Estándar y a su suplente,https://busquedas.elperuano.pe/dispositivo/NL/2366737-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366852-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION,N° D000078-2025-MIDIS/WM-DE,Delegan facultades al Jefe de la Unidad de Gestión de Contrataciones y Transferencia de Recursos del Programa Wasi Mikuna durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2366852-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2367007-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000029-2025-MIDIS,Autorizan transferencia financiera a favor del Programa Mundial de Alimentos de las Naciones Unidas destinada a financiar la implementación del mecanismo de tarjetas alimentarias para personas afectadas por tuberculosis del Programa de Alimentación y Nutrición al Paciente con Tuberculosis y Familia – PANTBC,https://busquedas.elperuano.pe/dispositivo/NL/2367007-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366530-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000025-2025-MIDIS,Aprueban la Directiva para las Acciones de Fortalecimiento de Capacidades – Versión N° 01,https://busquedas.elperuano.pe/dispositivo/NL/2366530-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366672-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000027-2025-MIDIS,Designan miembro del Comité de Transparencia y Vigilancia Ciudadana en representación de la Asamblea Nacional de Gobiernos Regionales (ANGR),https://busquedas.elperuano.pe/dispositivo/NL/2366672-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366670-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000026-2025-MIDIS,Aprueban el Texto Integrado actualizado del Reglamento de Organización y Funciones del Ministerio de Desarrollo e Inclusión Social,https://busquedas.elperuano.pe/dispositivo/NL/2366670-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2367164-1,EDUCACION,ANEXO,D.S. N° 001-2025-MINEDU,Criterios de priorización para la atención del pago de sentencias judiciales en calidad de cosa juzgada y en ejecución del sector Educación,https://busquedas.elperuano.pe/dispositivo/NL/2367164-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-3,EDUCACION,DECRETO SUPREMO,N° 001-2025-MINEDU,Decreto Supremo que aprueba los criterios de priorización para la atención del pago de sentencias judiciales en calidad de cosa juzgada y en ejecución del sector Educación,https://busquedas.elperuano.pe/dispositivo/NL/2366767-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366592-1,EDUCACION,RESOLUCION DIRECTORAL,N° 000033-2025-MINEDU-VMGI-PRONIED-DE,Designan Director de Sistema Administrativo III de la Unidad Gerencial de Supervisión de Convenios del Programa Nacional de Infraestructura Educativa,https://busquedas.elperuano.pe/dispositivo/NL/2366592-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366553-1,EDUCACION,RESOLUCION MINISTERIAL,N° 036-2025-MINEDU,Modificación del documento normativo denominado Disposiciones para el proceso de adecuación a las Condiciones Básicas de Instituciones Educativas de Gestión Privada de Educación Básica aprobado por la Resolución Ministerial Nº 109-2022-MINEDU,https://epdoc2.elperuano.pe/EpPo/VistaNLSE.asp?Referencias=MjM2NjU1My0xMjAyNTAxMzA=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2361450-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 006-2025-MINEM/DM,Otorgan autorización por plazo indefinido a favor de la empresa OPP FILM S.A. para desarrollar la actividad de generación de energía eléctrica en instalaciones de central térmica ubicada en el distrito de Lurín provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2361450-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2364090-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 020-2025-MINEM/DM,Otorgan autorización a favor de la empresa PETROTAL PERU S.R.L. para desarrollar la actividad de generación de energía eléctrica en las instalaciones de la Central Térmica Bretaña ubicada en el departamento de Loreto,https://busquedas.elperuano.pe/dispositivo/NL/2364090-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366520-1,INTERIOR,RESOLUCION DIRECTORAL,N° 053-2025-IN-VOI-DGIN,Designan Subprefectos(as) Distritales en diversas regiones,https://busquedas.elperuano.pe/dispositivo/NL/2366520-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366767-5,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N° 006-2025-JUS,Acceden a solicitud de extradición activa de ciudadano peruano para ser extraditado del Reino de España y ser procesado en la República del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2366767-5,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366547-1,SALUD,RESOLUCION MINISTERIAL,N° 058-2025/MINSA,Aprueban el Documento Técnico para la Participación de los Consejos Regionales de Salud Consejos Provinciales de Salud y Comités Distritales de Salud en los procesos de Planificación del Desarrollo Concertado Territorial y Gestión Local de Determinantes Sociales de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2366547-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366374-1,SALUD,RESOLUCION MINISTERIAL,N° 049-2025/MINSA,Modifican el Documento Técnico: Manual de Buenas Prácticas de Farmacovigilancia aprobado por la R.M. N° 1053-2020/MINSA,https://busquedas.elperuano.pe/dispositivo/NL/2366374-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366571-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION MINISTERIAL,N° 036-2025-MTC/01,Designan Director de la Oficina de Presupuesto de la Oficina General de Planeamiento y Presupuesto del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2366571-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366377-1,SEGURO INTEGRAL DE SALUD,RESOLUCION JEFATURAL,N° 000009-2025-SIS/J,Aprueban Transferencia Financiera a favor de diversas unidades ejecutoras para el financiamiento de prestaciones de salud y administrativas,https://busquedas.elperuano.pe/dispositivo/NL/2366377-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
