Fecha Publicaci¢n,OP,Entidad,Dispositivo,N£mero,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358516-1,SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO,RESOLUCION,N¯ 000251-2024-SERNANP/J-SGD,Modifican el Presupuesto Institucional del SERNANP para el a§o fiscal 2024,https://busquedas.elperuano.pe/dispositivo/NL/2358516-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358054-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000299-2024/SUNAT,Modifican la Resoluci¢n de Superintendencia Nß 000191-2020/SUNAT para ampliar el plazo excepcional durante el cual el Banco de la Naci¢n puede emitir documentos autorizados,https://busquedas.elperuano.pe/dispositivo/NL/2358054-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358058-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000300-2024/SUNAT,Modifican la Resoluci¢n de Superintendencia N¯ 000206-2024/SUNAT para incorporar disposiciones sobre la deuda tributaria que el deudor tributario debe garantizar y las caracter°sticas de las garant°as que debe otorgar cuando la SUNAT realice el procedimiento de acogimiento de oficio a la modalidad de pago fraccionado,https://busquedas.elperuano.pe/dispositivo/NL/2358058-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358063-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000046-2024-SUNAT/700000,Prorrogan y modifican la aplicaci¢n de la facultad discrecional en la administraci¢n de sanciones dispuesta en la Resoluci¢n de Superintendencia Nacional Adjunta de Tributos Internos Nß 000052-2022-SUNAT/700000,https://busquedas.elperuano.pe/dispositivo/NL/2358063-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358143-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000221-2024-SUNAT/800000,Aprueban modificaci¢n del Manual de Clasificador de Cargos de la Superintendencia Nacional de Aduanas y de Administraci¢n Tributaria- SUNAT,https://busquedas.elperuano.pe/dispositivo/NL/2358143-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358259-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000304-2024/SUNAT,Aprueban el Cronograma General para la Declaraci¢n Jurada Anual del Impuesto a la Renta y del Impuesto a las Transacciones Financieras y para las Personas Naturales y Micro y Peque§as Empresas (MYPE) comprendidas en el †mbito de aplicaci¢n de la Ley N¯ 31940 correspondiente al ejercicio gravable 2024,https://busquedas.elperuano.pe/dispositivo/NL/2358259-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358404-1,SUPERINTENDENCIA NACIONAL DE EDUCACION SUPERIOR UNIVERSITARIA,RESOLUCION,N¯ 0042-2024-SUNEDU-CD,Aprueban Disposiciones para la aplicaci¢n de la Ley N¯ 31803 Ley que modifica la Ley N¯ 30220 Ley Universitaria a fin de promover la investigaci¢n para la obtenci¢n del grado acadÇmico de bachiller o del t°tulo profesional e impulsar la inserci¢n de los graduandos de las universidades p£blicas y privadas en el mercado laboral,https://busquedas.elperuano.pe/dispositivo/NL/2358404-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2355102-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N¯ 638-2024-CO-UNAT,Autorizan viaje de docentes laboratoristas y estudiantes de la Universidad Nacional Aut¢noma de Tayacaja Daniel Hern†ndez Morillo a Colombia en comisi¢n de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2355102-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358030-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N¯ 14345-2024-UNJBG,Autorizan la reducci¢n del Presupuesto Institucional de la Universidad Nacional Jorge Basadre Grohmann,https://busquedas.elperuano.pe/dispositivo/NL/2358030-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358244-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N¯ 1533-2024,Autorizan transferencia financiera de la Universidad Nacional de San Agust°n a favor de la Autoridad Nacional de Control del Ministerio P£blico,https://busquedas.elperuano.pe/dispositivo/NL/2358244-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358333-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N¯ 268-2024-UNDC/CO-P,Autorizan la reducci¢n del Presupuesto Institucional del Pliego 547: Universidad Nacional de Ca§ete,https://busquedas.elperuano.pe/dispositivo/NL/2358333-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358076-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0410-2024-JNE,Declaran nulo lo actuado a partir de la citaci¢n dirigida a regidor del Concejo Distrital de Margos provincia y departamento de Hu†nuco para que asista a la sesi¢n extraordinaria de concejo en la que se evalu¢ solicitud de vacancia seguida en su contra; y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2358076-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358081-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0444-2024-JNE,Convocan a ciudadano para que asuma el cargo de regidor del Concejo Distrital de Ate provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358081-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358084-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0445-2024-JNE,Convocan a ciudadano para que asuma el cargo de regidor del Concejo Distrital de Tocmoche provincia de Chota departamento de Cajamarca,https://busquedas.elperuano.pe/dispositivo/NL/2358084-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358085-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0413-2024-JNE,Convocan a ciudadano para que asuma el cargo de regidor del Concejo Distrital de Parcona provincia y departamento de Ica,https://busquedas.elperuano.pe/dispositivo/NL/2358085-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358091-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0430-2024-JNE,Convocan a ciudadana para que asuma el cargo de regidora del Concejo Provincial de Ca§ete departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358091-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358093-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0426-2024-JNE,Declaran infundado recurso de apelaci¢n y confirman el Acuerdo de Concejo Nß 38-2024-MDS que desaprob¢ solicitud de vacancia presentada en contra de regidores del Concejo Distrital de Surquillo provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358093-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358094-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0431-2024-JNE,Declaran infundado recurso de apelaci¢n y confirman el Acuerdo de Concejo Nß 39-2024-MDS que desaprob¢ solicitud de vacancia presentada en contra de regidor del Concejo Distrital de Surquillo provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358094-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358096-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0432-2024-JNE,Declaran infundado recurso de apelaci¢n y confirman el Acuerdo de Concejo Extraordinario Nß 005-2024-MDNR que desaprob¢ solicitud de vacancia presentada en contra de regidora del Concejo Distrital de Nueva Requena provincia de Coronel Portillo departamento de Ucayali ?actual alcaldesa? por la causal de nepotismo,https://busquedas.elperuano.pe/dispositivo/NL/2358096-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358098-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0443-2024-JNE,Convocan a ciudadanos para que asuman provisionalmente los cargos de alcalde y regidor de la Municipalidad Distrital de Acos Vinchos provincia de Huamanga departamento de Ayacucho,https://busquedas.elperuano.pe/dispositivo/NL/2358098-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358100-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0446-2024-JNE,Convocan a ciudadana para que asuma el cargo de regidora del Concejo Distrital de Uraca provincia de Castilla departamento de Arequipa,https://busquedas.elperuano.pe/dispositivo/NL/2358100-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358102-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0448-2024-JNE,Declaran nulo lo actuado a partir del acto de notificaci¢n del Acuerdo Nß 011-2024-MDP-ANT-APU dirigido a regidor del Concejo Distrital de Pachaconas provincia de Antabamba departamento de Apur°mac,https://busquedas.elperuano.pe/dispositivo/NL/2358102-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358103-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0449-2024-JNE,Convocan a ciudadana para que asuma el cargo de regidora del Concejo Distrital de Pachaconas provincia de Antabamba departamento de Apur°mac,https://busquedas.elperuano.pe/dispositivo/NL/2358103-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358105-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0429-2024-JNE,Requieren a alcalde de la Municipalidad Distrital de Ticllos provincia de Bolognesi departamento de µncash para que convoque a nueva sesi¢n extraordinaria de concejo en la que se dilucide y resuelva vacancia seguida en contra de regidora,https://busquedas.elperuano.pe/dispositivo/NL/2358105-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358107-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0447-2024-JNE,Convocan a ciudadana para que asuma de manera provisional el cargo de regidora del Concejo Provincial de Huamanga departamento de Ayacucho,https://busquedas.elperuano.pe/dispositivo/NL/2358107-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358109-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0415-2024-JNE,Declaran improcedente el tr†mite de suspensi¢n seguido contra regidor del Concejo Distrital de Acora provincia y departamento de Puno,https://busquedas.elperuano.pe/dispositivo/NL/2358109-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358111-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0437-2024-JNE,Confirman Acuerdo N¯ 002-2024-SE-MDM que rechaz¢ solicitud de vacancia en contra de alcalde de la Municipalidad Distrital de Maquia provincia de Requena departamento de Loreto,https://busquedas.elperuano.pe/dispositivo/NL/2358111-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358115-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0436-2024-JNE,Declaran infundada solicitud de suspensi¢n presentada contra regidora del Concejo Distrital de Pachac†mac provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358115-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358117-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0416-2024-JNE,Disponen devolver los actuados al Concejo Distrital de Ba§os provincia de Lauricocha departamento de Hu†nuco a fin de que se convoque nuevamente a sesi¢n extraordinaria y se pronuncien sobre pedido de vacancia en contra de regidora,https://busquedas.elperuano.pe/dispositivo/NL/2358117-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358122-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0428-2024-JNE,Convocan a ciudadano para que asuma el cargo de regidor del Concejo Provincial de Tocache departamento de San Mart°n,https://busquedas.elperuano.pe/dispositivo/NL/2358122-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358125-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0427-2024-JNE,Declaran infundada solicitud de suspensi¢n presentada en contra de regidora del Concejo Distrital de San Juan de Miraflores provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358125-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358126-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0425-2024-JNE,Confirman la Resoluci¢n N¯ 000073-2024-SG/ONPE de la Secretar°a General de la ONPE que admiti¢ la solicitud de revocatoria promovida en contra de autoridades municipales de la Municipalidad Distrital de Boquer¢n provincia de Padre Abad departamento de Ucayali,https://busquedas.elperuano.pe/dispositivo/NL/2358126-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358127-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0433-2024-JNE,Declaran fundado recurso de apelaci¢n interpuesto por regidora del Concejo Distrital de Nicol†s de PiÇrola provincia de Caman† departamento de Arequipa; y en consecuencia revocan el Acuerdo de Concejo Nß 042-2024-MDNP que deneg¢ recurso de reconsideraci¢n presentado en contra del Acuerdo de Concejo Nß 033-2024-MDNP y reform†ndolo declaran infundada solicitud de vacancia,https://busquedas.elperuano.pe/dispositivo/NL/2358127-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358129-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0434-2024-JNE,Declaran nulo el Acuerdo de Concejo Nß 165-2024-SE-CM/MDH que declar¢ improcedente solicitud de vacancia presentada en contra de regidora del Concejo Distrital de Huaura provincia de Huaura departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358129-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358131-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0442-2024-JNE,Convocan a ciudadana para asumir provisionalmente el cargo de regidora del Concejo Distrital de Huepetuhe provincia de Manu departamento de Madre de Dios,https://busquedas.elperuano.pe/dispositivo/NL/2358131-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358149-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0435-2024-JNE,Declaran nulo el Acuerdo de Concejo Municipal Nß 095-2024-MPH/CM que desaprob¢ solicitud de vacancia presentada en contra de regidora del Concejo Provincial de Huancayo departamento de Jun°n,https://busquedas.elperuano.pe/dispositivo/NL/2358149-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358152-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0438-2024-JNE,Declaran infundadorecurso de apelaci¢n y confirman la Resoluci¢n Jefatural-PAS Nß 0002392-2024-JN/ONPE,https://busquedas.elperuano.pe/dispositivo/NL/2358152-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358154-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0439-2024-JNE,Declaran nulos acuerdos que rechazaron solicitud de vacancia contra regidores del Concejo Provincial de Picota departamento de San Mart°n,https://busquedas.elperuano.pe/dispositivo/NL/2358154-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358155-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0440-2024-JNE,Declaran nulo acuerdo que desaprob¢ solicitud de suspensi¢n de alcalde de la Municipalidad Provincial de Cajatambo departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2358155-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-1,MINISTERIO PUBLICO,RESOLUCION,N¯ 81-2024-MP-FN-JFS,Prorrogan vigencia de las fiscal°as y plazas fiscales que fueron creadas mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 062-2019-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-10,MINISTERIO PUBLICO,RESOLUCION,N¯ 90-2024-MP-FN-JFS,Prorrogan vigencia de las fiscal°as y plazas fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos Nß 115-2018-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-10,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-11,MINISTERIO PUBLICO,RESOLUCION,N¯ 91-2024-MP-FN-JFS,Prorrogan vigencia de los despachos y plazas fiscales creados por Resoluci¢n de la Junta de Fiscales Supremos Nß 063-2019-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-11,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-12,MINISTERIO PUBLICO,RESOLUCION,N¯ 92-2024-MP-FN-JFS,Prorrogan vigencia de las plazas fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos Nß 090-2020-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-12,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-13,MINISTERIO PUBLICO,RESOLUCION,N¯ 93-2024-MP-FN-JFS,Prorrogan vigencia de las plazas y despachos fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos Nß 080-2019-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-13,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-14,MINISTERIO PUBLICO,RESOLUCION,N¯ 094-2024-MP-FN-JFS,Prorrogan vigencia de las fiscal°as y plazas fiscales creadas mediante Resoluci¢n de la Junta de Fiscales Supremos Nß 008-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-14,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-15,MINISTERIO PUBLICO,RESOLUCION,N¯ 095-2024-MP-FN-JFS,Prorrogan vigencia del despacho y la plaza fiscal creados mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 021-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-15,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-16,MINISTERIO PUBLICO,RESOLUCION,N¯ 096-2024-MP-FN-JFS,Prorrogan vigencia de las fiscal°as y plazas fiscales creadas mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 045-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-16,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-17,MINISTERIO PUBLICO,RESOLUCION,N¯ 097-2024-MP-FN-JFS,Prorrogan vigencia de plazas fiscales creadas mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 046-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-17,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-18,MINISTERIO PUBLICO,RESOLUCION,N¯ 098-2024-MP-FN-JFS,Prorrogan vigencia del despacho fiscal creado mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 047-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-18,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-19,MINISTERIO PUBLICO,RESOLUCION,N¯ 099-2024-MP-FN-JFS,Prorrogan vigencia de las fiscal°as y plazas fiscales creadas mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 061-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-19,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-2,MINISTERIO PUBLICO,RESOLUCION,N¯ 82-2024-MP-FN-JFS,Prorrogan vigencia de plazas fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos Nß 012-2017-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-2,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-20,MINISTERIO PUBLICO,RESOLUCION,N¯ 100-2024-MP-FN-JFS,Prorrogan vigencia de fiscal°a y plazas fiscales creadas mediante Resoluci¢n de la Junta de Fiscales Supremos N¯ 062-2023-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-20,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-3,MINISTERIO PUBLICO,RESOLUCION,N¯ 83-2024-MP-FN-JFS,Prorrogan vigencia de las plazas y los despachos fiscales creados por Resoluci¢n de la Junta de Fiscales Supremos N¯ 109-2017-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-3,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-4,MINISTERIO PUBLICO,RESOLUCION,N¯ 84-2024-MP-FN-JFS,Prorrogan vigencia de la plaza fiscal creada por Resoluci¢n de la Junta de Fiscales Supremos N¯ 115-2016-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-4,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-5,MINISTERIO PUBLICO,RESOLUCION,N¯ 85-2024-MP-FN-JFS,Prorrogan vigencia de los despachos y plazas fiscales creados por Resoluci¢n de Junta de Fiscales Supremos N¯ 131-2019-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-5,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-6,MINISTERIO PUBLICO,RESOLUCION,N¯ 86-2024-MP-FN-JFS,Prorrogan vigencia de los despachos y plazas fiscales creados por Resoluci¢n de la Junta de Fiscales Supremos N¯ 037-2020-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-6,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-7,MINISTERIO PUBLICO,RESOLUCION,N¯ 87-2024-MP-FN-JFS,Prorrogan vigencia de la fiscal°a y plazas fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos N¯ 082-2019-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-7,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-8,MINISTERIO PUBLICO,RESOLUCION,N¯ 88-2024-MP-FN-JFS,Prorrogan vigencia de las fiscal°as y plazas fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos N¯ 048-2017-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-8,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358286-9,MINISTERIO PUBLICO,RESOLUCION,N¯ 89-2024-MP-FN-JFS,Prorrogan vigencia de las plazas fiscales creadas por Resoluci¢n de la Junta de Fiscales Supremos Nß 009-2020-MP-FN-JFS,https://busquedas.elperuano.pe/dispositivo/NL/2358286-9,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358288-1,MINISTERIO PUBLICO,RESOLUCION,N¯ 2950-2024-MP-FN,Dejan sin efecto la Resoluci¢n de la Fiscal°a de la Naci¢n N¯ 2843-2024-MP-FN en el extremo que nombr¢ fiscal adjunta provincial del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2358288-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358288-2,MINISTERIO PUBLICO,RESOLUCION,N¯ 2954-2024-MP-FN,Prorrogan asignaciones de manera temporal de plazas se§aladas en diversas Resoluciones de la Fiscal°a de la Naci¢n,https://busquedas.elperuano.pe/dispositivo/NL/2358288-2,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358288-3,MINISTERIO PUBLICO,RESOLUCION,N¯ 2955-2024-MP-FN,Prorrogan asignaciones de manera temporal de plazas se§aladas en diversas Resoluciones de la Fiscal°a de la Naci¢n,https://busquedas.elperuano.pe/dispositivo/NL/2358288-3,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358316-1,MINISTERIO PUBLICO,RESOLUCION,N¯ 2956-2024-MP-FN,Disponen a partir del 1 de enero de 2025 que los nombramientos y designaciones de los fiscales provisionales a nivel nacional mantengan su vigencia hasta que se presenten determinadas condiciones resolutorias,https://busquedas.elperuano.pe/dispositivo/NL/2358316-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358316-10,MINISTERIO PUBLICO,RESOLUCION,N¯ 2965-2024-MP-FN,Nombran fiscales en el Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2358316-10,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358316-11,MINISTERIO PUBLICO,RESOLUCION,N¯ 2966-2024-MP-FN,Designan fiscales en el Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2358316-11,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2024,2358316-12,MINISTERIO PUBLICO,RESOLUCION,N¯ 2967-2024-MP-FN,Nombran fiscal provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2358316-12,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
